成交時間,買賣別,商品名稱,口數,新倉價,平倉價,手續費,期交稅,平倉損益淨額
2024/10/23 9:54:21,買進->賣出,小型期11,1,"23,480","23,459",42,46,"-1,138"
2024/10/21 11:56:57,買進->賣出,小型期11,1,"23,715","23,684",42,48,"-1,640"
2024/10/21 11:18:25,買進->賣出,小型期11,1,"23,720","23,691",42,48,"-1,540"
2024/08/14 11:57:26,買進->賣出,小型期08,1,"22,010","21,989",42,44,"-1,136"
2024/08/14 11:04:02,買進->賣出,小型期08,1,"21,960","21,960",42,44,-86
2024/08/14 10:33:19,買進->賣出,小型期08,1,"21,960","21,939",42,44,"-1,136"
2024/08/14 10:04:19,買進->賣出,小型期08,1,"22,056","22,027",42,44,"-1,536"
2024/08/08 0:43:04,買進->賣出,小型期08,1,"21,155","21,138",42,42,-934
2024/08/08 0:10:15,買進->賣出,小型期08,1,"21,150","21,130",42,42,"-1,084"
2024/08/08 0:03:20,買進->賣出,小型期08,1,"21,166","21,158",42,42,-484
2024/08/07 23:45:03,買進->賣出,小型期08,1,"21,170","21,170",42,42,-84
2024/08/07 22:38:38,買進->賣出,小型期08,1,"21,213","21,193",42,42,"-1,084"
2024/08/07 22:34:43,買進->賣出,小型期08,1,"21,220","21,196",42,42,"-1,284"
2024/08/07 22:24:52,買進->賣出,小型期08,1,"21,260","21,240",42,42,"-1,084"
2024/08/07 22:18:25,買進->賣出,小型期08,1,"21,190","21,251",42,42,"2,966"
2024/08/07 16:34:25,買進->賣出,小型期08,1,"21,120","21,096",42,42,"-1,284"
2024/08/01 22:01:18,買進->賣出,小型期08,1,"22,520","22,509",42,46,-638
2024/08/01 21:39:09,買進->賣出,小型期08,1,"22,530","22,510",42,46,"-1,088"
2024/08/01 21:07:13,買進->賣出,小型期08,1,"22,560","22,538",42,46,"-1,188"
2024/08/01 20:42:46,買進->賣出,小型期08,1,"22,555","22,545",42,46,-588
2024/08/01 20:00:46,買進->賣出,小型期08,1,"22,550","22,530",42,46,"-1,088"
2024/08/01 16:12:01,買進->賣出,小型期08,1,"22,490","22,500",42,45,413
2024/08/01 10:17:16,買進->賣出,小型期08,1,"22,490","22,470",42,44,"-1,086"
2024/08/01 10:12:15,買進->賣出,小型期08,1,"22,509","22,490",42,45,"-1,037"
2024/08/01 10:03:02,買進->賣出,小型期08,1,"22,540","22,507",42,46,"-1,738"
2024/08/01 10:01:11,買進->賣出,小型期08,1,"22,549","22,528",42,46,"-1,138"
2024/08/01 9:41:41,買進->賣出,小型期08,1,"22,630","22,610",42,46,"-1,088"
2024/08/01 9:38:36,買進->賣出,小型期08,1,"22,630","22,608",42,46,"-1,188"
2024/08/01 9:27:29,買進->賣出,小型期08,1,"22,620","22,601",42,46,"-1,038"
2024/08/01 9:22:42,買進->賣出,小型期08,1,"22,640","22,621",42,46,"-1,038"
2024/07/30 21:46:01,買進->賣出,小型期08,1,"22,060","22,159",42,44,"4,864"
2024/06/25 1:06:02,買進->賣出,小型期07,1,"22,840","22,691",42,46,"-7,538"
2024/06/11 23:44:02,買進->賣出,小型期06,1,"21,675","21,670",42,44,-336
2024/06/11 21:54:09,買進->賣出,小型期06,1,"21,670","21,648",42,44,"-1,186"
2024/06/11 21:47:04,買進->賣出,小型期06,1,"21,689","21,660",42,44,"-1,536"
2024/06/11 21:37:21,買進->賣出,小型期06,1,"21,709","21,688",42,44,"-1,136"
2024/06/11 19:05:17,買進->賣出,小型期06,1,"21,715","21,695",42,44,"-1,086"
2024/06/11 13:34:11,買進->賣出,小型期06,1,"21,819","21,787",42,44,"-1,686"
2024/06/11 10:26:12,買進->賣出,小型期06,1,"21,920","21,890",42,44,"-1,586"
2024/06/11 10:21:00,買進->賣出,小型期06,1,"21,930","21,887",42,44,"-2,236"
2024/06/04 12:47:16,買進->賣出,小型期06,1,"21,385","21,365",42,42,"-1,084"
2024/06/04 10:25:51,買進->賣出,小型期06,1,"21,428","21,420",42,42,-484
2024/06/04 9:31:07,買進->賣出,小型期06,1,"21,470","21,450",42,42,"-1,084"
2024/06/04 9:28:26,買進->賣出,小型期06,1,"21,440","21,452",42,42,516
2024/06/04 1:11:29,買進->賣出,小型期06,1,"21,446","21,417",42,42,"-1,534"
2024/06/04 0:52:16,買進->賣出,小型期06,1,"21,444","21,425",42,42,"-1,034"
2024/06/04 0:12:36,買進->賣出,小型期06,1,"21,450","21,452",42,42,16
2024/06/03 9:25:52,買進->賣出,小型期06,1,"21,445","21,425",42,42,"-1,084"
2024/06/03 9:18:48,買進->賣出,小型期06,1,"21,475","21,455",42,42,"-1,084"
2024/06/03 9:02:44,買進->賣出,小型期06,1,"21,570","21,550",42,44,"-1,086"
2024/05/31 8:47:43,買進->賣出,小型期06,1,"21,450","21,501",42,43,"2,465"
2024/05/30 12:09:03,買進->賣出,小型期06,1,"21,475","21,455",42,42,"-1,084"
2024/05/30 11:23:26,買進->賣出,小型期06,1,"21,487","21,467",42,42,"-1,084"
2024/05/30 11:04:48,買進->賣出,小型期06,1,"21,499","21,480",42,42,"-1,034"
2024/05/29 9:00:30,賣出->買進,小型期06,1,"21,870","21,890",42,44,"-1,086"
2024/05/24 1:37:38,買進->賣出,小型期06,1,"21,505","21,504",42,44,-136
2024/05/23 22:47:15,買進->賣出,小型期06,1,"21,540","21,537",42,44,-236
2024/05/24 10:23:59,賣出->買進,小型期06,1,"21,542","21,542",42,44,-86
2024/05/24 9:53:03,賣出->買進,小型期06,1,"21,530","21,549",42,44,"-1,036"
2024/05/24 9:18:40,賣出->買進,小型期06,1,"21,490","21,519",42,43,"-1,535"
2024/05/24 9:04:45,賣出->買進,小型期06,1,"21,462","21,480",42,42,-984
2024/05/23 9:18:57,買進->賣出,小型期06,1,"21,590","21,545",42,44,"-2,336"
2024/05/23 8:51:39,買進->賣出,小型期06,1,"21,620","21,560",42,44,"-3,086"
2024/05/23 2:26:49,買進->賣出,小型期06,1,"21,205","21,458",42,42,"12,566"
2024/05/21 10:05:09,買進->賣出,小型期06,1,"21,198","21,180",42,42,-984
2024/05/21 10:01:00,買進->賣出,小型期06,1,"21,201","21,180",42,42,"-1,134"
2024/05/21 9:50:39,買進->賣出,小型期06,1,"21,270","21,252",42,42,-984
2024/05/21 9:29:49,買進->賣出,小型期06,1,"21,300","21,270",42,42,"-1,584"
2024/05/21 9:21:10,買進->賣出,小型期06,1,"21,280","21,278",42,42,-184
2024/05/21 9:02:32,買進->賣出,小型期06,1,"21,265","21,262",42,42,-234
2024/05/20 20:43:19,買進->賣出,小型期06,1,"21,260","21,242",42,42,-984
2024/05/20 12:40:15,買進->賣出,小型期06,1,"21,259","21,230",42,42,"-1,534"
2024/05/20 11:36:01,買進->賣出,小型期06,1,"21,355","21,310",42,42,"-2,334"
2024/05/20 9:29:40,買進->賣出,小型期06,1,"21,382","21,350",42,42,"-1,684"
2024/05/02 15:36:26,賣出->買進,小型期05,1,"20,310","20,310",42,40,-82
2024/05/02 13:24:03,賣出->買進,小型期05,1,"20,315","20,325",42,40,-582
2024/05/02 12:10:08,賣出->買進,小型期05,1,"20,315","20,330",42,40,-832
2024/05/02 11:17:40,賣出->買進,小型期05,1,"20,305","20,315",42,40,-582
2024/05/02 10:43:56,賣出->買進,小型期05,1,"20,360","20,322",42,40,"1,818"
2024/05/02 9:24:04,賣出->買進,小型期05,1,"20,365","20,375",42,40,-582
2024/05/02 9:16:41,賣出->買進,小型期05,1,"20,340","20,360",42,40,"-1,082"
2024/04/26 16:27:55,買進->賣出,小型期05,1,"20,150","20,150",42,40,-82
2024/04/26 15:32:51,買進->賣出,小型期05,1,"20,160","20,145",42,40,-832
2024/04/26 15:21:55,買進->賣出,小型期05,1,"20,128","20,130",42,40,18
2024/04/26 10:47:39,賣出->買進,小型期05,1,"20,096","20,101",42,40,-332
2024/04/26 10:44:14,買進->賣出,小型期05,1,"20,100","20,150",42,40,"2,418"
2024/04/23 10:49:33,賣出->買進,小型期05,1,"19,630","19,630",42,40,-82
2024/04/23 1:03:00,賣出->買進,小型期05,1,"19,615","19,642",42,40,"-1,432"
2024/04/23 0:17:18,賣出->買進,小型期05,1,"19,560","19,628",42,40,"-3,482"
2024/04/22 18:06:10,賣出->買進,小型期05,1,"19,545","19,568",42,40,"-1,232"
2024/04/22 17:22:11,賣出->買進,小型期05,1,"19,535","19,555",42,40,"-1,082"
2024/04/22 15:01:18,賣出->買進,小型期05,1,"19,551","19,570",42,40,"-1,032"
2024/04/22 12:47:03,賣出->買進,小型期05,1,"19,650","19,599",42,40,"2,468"
2024/04/22 10:05:00,賣出->買進,小型期05,1,"19,624","19,655",42,40,"-1,632"
2024/04/22 10:00:46,賣出->買進,小型期05,1,"19,640","19,659",42,40,"-1,032"
2024/04/22 9:56:01,賣出->買進,小型期05,1,"19,605","19,635",42,40,"-1,582"
2024/04/22 9:46:27,賣出->買進,小型期05,1,"19,660","19,620",42,40,"1,918"
2024/04/22 9:22:37,賣出->買進,小型期05,1,"19,650","19,669",42,40,"-1,032"
2024/04/22 9:19:51,賣出->買進,小型期05,1,"19,630","19,659",42,40,"-1,532"
2024/04/22 9:16:38,賣出->買進,小型期05,1,"19,640","19,662",42,40,"-1,182"
2024/04/22 9:12:28,賣出->買進,小型期05,1,"19,630","19,660",42,40,"-1,582"
2024/04/22 9:06:39,賣出->買進,小型期05,1,"19,530","19,533",42,40,-232
2024/04/22 9:00:57,賣出->買進,小型期05,1,"19,640","19,570",42,40,"3,418"
2024/04/20 1:54:24,賣出->買進,小型期05,1,"19,667","19,690",42,40,"-1,232"
2024/04/20 1:18:35,賣出->買進,小型期05,1,"19,660","19,679",42,40,"-1,032"
2024/04/20 0:50:30,賣出->買進,小型期05,1,"19,621","19,650",42,40,"-1,532"
2024/04/19 19:59:33,賣出->買進,小型期05,1,"19,680","19,703",42,40,"-1,232"
2024/04/19 19:47:04,買進->賣出,小型期05,1,"19,689","19,677",42,40,-682
2024/04/19 19:30:01,賣出->買進,小型期05,1,"19,655","19,670",42,40,-832
2024/04/19 18:05:37,賣出->買進,小型期05,1,"19,640","19,662",42,40,"-1,182"
2024/04/19 17:34:44,賣出->買進,小型期05,1,"19,650","19,646",42,40,118
2024/04/19 15:31:15,買進->賣出,小型期05,1,"19,660","19,650",42,40,-582
2024/04/19 15:26:10,賣出->買進,小型期05,1,"19,650","19,666",42,40,-882
2024/04/19 15:24:38,買進->賣出,小型期05,1,"19,665","19,648",42,40,-932
2024/04/19 15:22:19,賣出->買進,小型期05,1,"19,621","19,649",42,40,"-1,482"
2024/04/19 15:01:20,賣出->買進,小型期05,1,"19,650","19,630",42,40,918
2024/04/19 12:36:39,賣出->買進,小型期05,1,"19,607","19,625",42,40,-982
2024/04/19 12:26:39,賣出->買進,小型期05,1,"19,580","19,610",42,40,"-1,582"
2024/04/19 12:06:58,賣出->買進,小型期05,1,"19,575","19,600",42,40,"-1,332"
2024/04/19 11:54:22,賣出->買進,小型期05,1,"19,590","19,592",42,40,-182
2024/04/19 11:25:41,賣出->買進,小型期05,1,"19,650","19,550",42,40,"4,918"
2024/04/19 10:07:50,賣出->買進,小型期05,1,"19,660","19,654",42,40,218
2024/04/19 10:00:01,賣出->買進,小型期05,1,"19,661","19,660",42,40,-32
2024/04/19 9:55:29,賣出->買進,小型期05,1,"19,661","19,686",42,40,"-1,332"
2024/04/19 9:53:11,賣出->買進,小型期05,1,"19,630","19,660",42,40,"-1,582"
2024/04/18 15:13:36,買進->賣出,小型期05,1,"20,265","20,380",42,40,"5,668"
2024/04/18 11:50:03,買進->賣出,小型期05,1,"20,264","20,249",42,40,-832
2024/04/18 11:32:43,買進->賣出,小型期05,1,"20,285","20,265",42,40,"-1,082"
2024/04/17 9:35:36,買進->賣出,小型期04,1,"19,960","20,019",42,40,"2,868"
2024/04/15 10:16:16,買進->賣出,小型期04,1,"20,589","20,549",42,42,"-2,084"
2024/04/15 10:00:49,買進->賣出,小型期04,1,"20,597","20,567",42,42,"-1,584"
2024/04/15 9:12:27,買進->賣出,小型期04,1,"20,565","20,537",42,42,"-1,484"
2024/04/15 8:59:37,買進->賣出,小型期04,1,"20,564","20,541",42,42,"-1,234"
2024/04/12 20:39:06,買進->賣出,小型期04,1,"20,705","20,680",42,42,"-1,334"
2024/04/12 19:33:42,買進->賣出,小型期04,1,"20,700","20,695",42,42,-334
2024/04/12 19:09:10,買進->賣出,小型期04,1,"20,659","20,669",42,42,416
2024/04/11 22:53:25,買進->賣出,小型期04,1,"20,655","20,640",42,42,-834
2024/04/11 22:34:46,買進->賣出,小型期04,1,"20,655","20,640",42,42,-834
2024/04/11 22:00:30,買進->賣出,小型期04,1,"20,710","20,690",42,42,"-1,084"
2024/04/11 21:40:18,買進->賣出,小型期04,1,"20,735","20,700",42,42,"-1,834"
2024/04/11 19:09:20,買進->賣出,小型期04,1,"20,685","20,680",42,42,-334
2024/04/11 23:40:28,賣出->買進,小型期04,1,"20,640","20,660",42,42,"-1,084"
2024/04/11 22:48:38,賣出->買進,小型期04,1,"20,640","20,655",42,42,-834
2024/04/11 11:45:22,買進->賣出,小型期04,1,"20,710","20,684",42,42,"-1,384"
2024/04/11 10:36:01,買進->賣出,小型期04,1,"20,740","20,720",42,42,"-1,084"
2024/04/11 10:04:57,買進->賣出,小型期04,1,"20,740","20,725",42,42,-834
2024/04/03 9:10:30,買進->賣出,小型期04,1,"20,160","20,390",42,40,"11,418"
2024/03/28 9:24:12,買進->賣出,小型期04,1,"20,180","20,178",42,40,-182
2024/03/27 3:33:12,買進->賣出,小型期04,1,"20,140","20,139",42,40,-132
2024/03/26 11:12:35,買進->賣出,小型期04,1,"20,160","20,157",42,40,-232
2024/03/22 10:54:58,買進->賣出,小型期04,1,"20,039","20,150",42,40,"5,468"
2024/03/20 9:28:47,買進->賣出,小型期04,1,"19,945","19,933",42,40,-682
2024/03/20 9:10:42,買進->賣出,小型期04,1,"19,905","19,934",42,40,"1,368"
2024/03/14 20:30:02,買進->賣出,小型期04,1,"19,955","19,930",42,40,"-1,332"
2024/03/14 11:35:53,買進->賣出,小型期04,1,"19,850","19,898",42,40,"2,318"
2024/03/14 9:11:24,買進->賣出,小型期04,1,"19,859","19,878",42,40,868
2024/03/13 11:55:28,買進->賣出,小型期03,1,"19,979","19,969",42,40,-582
2024/03/13 10:20:01,買進->賣出,小型期03,1,"19,950","19,920",42,40,"-1,582"
2024/03/12 21:43:46,買進->賣出,小型期03,1,"19,910","19,894",42,40,-882
2024/03/12 12:42:30,買進->賣出,小型期03,1,"19,920","19,895",42,40,"-1,332"
2024/03/12 11:32:54,買進->賣出,小型期03,1,"19,920","19,902",42,40,-982
2024/03/12 9:57:38,買進->賣出,小型期03,1,"19,760","19,780",42,40,918
2024/03/12 9:15:43,賣出->買進,小型期03,1,"19,740","19,755",42,40,-832
2024/03/12 9:02:49,賣出->買進,小型期03,1,"19,710","19,735",42,40,"-1,332"
2024/03/07 20:54:33,買進->賣出,小型期03,1,"19,688","19,805",42,40,"5,768"
2024/03/07 10:59:26,買進->賣出,小型期03,1,"19,680","19,672",42,40,-482
2024/03/07 10:09:49,買進->賣出,小型期03,1,"19,650","19,626",42,40,"-1,282"
2024/03/04 9:35:01,買進->賣出,小型期03,1,"18,790","19,238",42,38,"22,320"
2024/02/27 10:29:02,買進->賣出,小型期03,1,"18,699","18,750",42,38,"2,470"
2024/02/20 9:11:00,賣出->買進,小型期02,1,"18,635","18,650",42,38,-830
2024/01/25 23:35:23,買進->賣出,小型期02,1,"18,030","18,028",42,36,-178
2024/01/25 3:21:49,買進->賣出,小型期02,1,"17,838","17,990",42,36,"7,522"
2024/01/23 11:06:45,買進->賣出,小型期02,1,"17,859","17,830",42,36,"-1,528"
2024/01/23 9:40:15,買進->賣出,小型期02,1,"17,865","17,830",42,36,"-1,828"
2024/01/23 9:14:49,買進->賣出,小型期02,1,"17,810","17,840",42,36,"1,422"
2024/01/22 23:32:15,買進->賣出,小型期02,1,"17,810","17,778",42,36,"-1,678"
2024/01/18 11:50:44,買進->賣出,小型期02,1,"17,270","17,265",42,34,-326
2024/01/18 9:38:19,買進->賣出,小型期02,1,"17,260","17,250",42,34,-576
2024/01/18 9:23:44,買進->賣出,小型期02,1,"17,279","17,280",42,34,-26
2024/01/16 23:42:51,賣出->買進,小型期02,1,"17,430","17,390",42,34,"1,924"
2024/01/16 19:31:22,賣出->買進,小型期02,1,"17,430","17,339",42,34,"4,474"
2024/01/16 11:35:36,賣出->買進,小型期02,2,"17,430","17,440",84,68,"-1,152"
2024/01/16 11:31:24,買進->賣出,小型期02,1,"17,399","17,429",42,34,"1,424"
2024/01/16 11:30:07,買進->賣出,小型期02,1,"17,399","17,439",42,34,"1,924"
2024/01/16 11:01:30,賣出->買進,小型期02,2,"17,395","17,395",84,68,-152
2024/01/16 10:51:30,買進->賣出,小型期02,1,"17,385","17,396",42,34,474
2024/01/16 10:51:30,買進->賣出,小型期02,1,"17,385","17,396",42,34,474
2024/01/16 10:06:55,賣出->買進,小型期02,2,"17,375","17,385",84,68,"-1,152"
2024/01/16 9:57:34,買進->賣出,小型期02,2,"17,379","17,370",84,68,"-1,052"
2024/01/16 9:52:27,賣出->買進,小型期02,2,"17,375","17,375",84,68,-152
2024/01/16 9:47:58,賣出->買進,小型期02,2,"17,380","17,379",84,68,-52
2024/01/16 9:23:25,賣出->買進,小型期02,1,"17,420","17,380",42,34,"1,924"
2024/01/15 13:03:04,買進->賣出,小型期02,1,"17,566","17,570",42,36,122
2024/01/15 11:30:04,買進->賣出,小型期02,1,"17,566","17,620",42,36,"2,622"
2024/01/12 12:18:17,買進->賣出,小型期01,2,"17,523","17,500",84,72,"-2,456"
2024/01/12 3:30:40,賣出->買進,小型期01,1,"17,530","17,480",42,35,"2,423"
2024/01/11 23:19:57,賣出->買進,小型期01,1,"17,515","17,465",42,35,"2,423"
2024/01/11 22:35:11,賣出->買進,小型期01,1,"17,520","17,530",42,36,-578
2024/01/11 22:30:44,賣出->買進,小型期01,1,"17,531","17,530",42,36,-28
2024/01/11 21:32:26,買進->賣出,小型期01,1,"17,530","17,497",42,35,"-1,727"
2024/01/11 13:27:01,買進->賣出,小型期01,1,"17,530","17,570",42,36,"1,922"
2024/01/11 10:50:27,賣出->買進,小型期01,2,"17,515","17,530",84,72,"-1,656"
2024/01/11 10:42:44,買進->賣出,小型期01,2,"17,530","17,513",84,72,"-1,856"
2024/01/11 10:14:56,賣出->買進,小型期01,2,"17,517","17,526",84,72,"-1,056"
2024/01/11 9:47:58,買進->賣出,小型期01,2,"17,525","17,515",84,72,"-1,156"
2024/01/11 9:45:33,賣出->買進,小型期01,2,"17,509","17,525",84,72,"-1,756"
2024/01/11 9:22:05,買進->賣出,小型期01,2,"17,525","17,515",84,72,"-1,156"
2024/01/11 9:14:33,賣出->買進,小型期01,1,"17,500","17,524",42,36,"-1,278"
2024/01/11 9:12:16,賣出->買進,小型期01,1,"17,510","17,515",42,36,-328
2024/01/11 9:07:57,賣出->買進,小型期01,1,"17,510","17,510",42,36,-78
2024/01/11 9:02:26,賣出->買進,小型期01,1,"17,510","17,520",42,36,-578
2024/01/11 8:48:32,買進->賣出,小型期01,1,"17,522","17,510",42,36,-678
2024/01/10 9:18:55,賣出->買進,小型期01,1,"17,465","17,485",42,34,"-1,076"
2024/01/10 9:10:29,賣出->買進,小型期01,1,"17,500","17,480",42,35,923
2024/01/08 13:35:27,買進->賣出,小型期01,2,"17,595","17,585",84,72,"-1,156"
2024/01/08 13:29:08,買進->賣出,小型期01,2,"17,595","17,588",84,72,-856
2024/01/08 11:37:16,買進->賣出,小型期01,2,"17,610","17,590",84,72,"-2,156"
2024/01/08 10:52:36,買進->賣出,小型期01,2,"17,619","17,602",84,72,"-1,856"
2024/01/08 10:44:45,買進->賣出,小型期01,2,"17,630","17,608",84,72,"-2,356"
2024/01/03 10:36:45,賣出->買進,小型期01,1,"17,640","17,540",42,36,"4,922"
2024/01/02 9:08:38,買進->賣出,小型期01,1,"17,864","17,885",42,36,972